ip_from	ip_to,CONVERTED
197.213.226.0 197.213.247.255,
197.213.6.0 197.213.7.255,
197.212.177.0 197.212.177.255,
154.16.205.0 154.16.205.255,
197.220.201.0 197.220.216.255,
197.220.28.0 197.220.31.255,
102.150.68.0 102.150.85.255,
102.149.103.0 102.149.104.255,
197.231.246.0 197.231.246.255,
197.212.221.0 197.212.224.255,
197.212.214.0 197.212.216.255,
154.120.207.0 154.120.207.255,
102.148.163.0 102.148.163.255,
102.148.50.0 102.148.50.255,
102.148.165.0 102.148.165.255,
102.147.141.0 102.147.143.255,
102.147.17.0 102.147.18.255,
102.147.155.0 102.147.166.255,
102.148.185.0 102.148.185.255,
102.146.146.0 102.146.146.255,
102.145.218.0 102.145.218.255,
102.146.160.0 102.146.160.255,
102.145.37.0 102.145.40.255,
102.144.180.0 102.144.180.255,
102.145.47.0 102.145.48.255,
102.146.161.0 102.146.161.255,
102.149.29.0 102.149.65.255,
102.144.38.0 102.144.38.255,
102.150.87.0 102.151.255.255,
102.148.196.0 102.148.196.255,
102.149.0.0 102.149.16.255,
102.148.148.0 102.148.148.255,
102.149.20.0 102.149.27.255,
197.212.32.0 197.212.32.255,
102.148.12.0 102.148.12.255,
102.147.130.0 102.147.139.255,
102.148.33.0 102.148.33.255,
102.146.227.0 102.146.245.255,
102.145.208.0 102.145.208.255,
102.145.156.0 102.145.157.255,
102.145.226.0 102.145.227.255,
102.146.58.0 102.146.58.255,
102.147.3.0 102.147.3.255,
102.148.47.0 102.148.47.255,
197.212.76.0 197.212.76.255,
102.145.42.0 102.145.45.255,
102.144.166.0 102.144.179.255,
102.145.50.0 102.145.59.255,
102.145.80.0 102.145.80.255,
102.149.69.0 102.149.80.255,
102.149.101.0 102.149.102.255,
102.150.67.0 102.150.67.255,
102.148.252.0 102.148.252.255,
102.148.103.0 102.148.103.255,
102.149.17.0 102.149.17.255,
102.148.13.0 102.148.15.255,
102.147.19.0 102.147.19.255,
102.147.92.0 102.147.125.255,
102.148.34.0 102.148.35.255,
102.149.28.0 102.149.28.255,
102.146.178.0 102.146.178.255,
102.146.13.0 102.146.13.255,
102.146.184.0 102.146.184.255,
102.145.60.0 102.145.60.255,
102.144.232.0 102.144.232.255,
102.145.79.0 102.145.79.255,
102.146.223.0 102.146.223.255,
102.144.27.0 102.144.27.255,
102.146.246.0 102.146.246.255,
102.145.100.0 102.145.100.255,
102.149.82.0 102.149.83.255,
102.148.113.0 102.148.113.255,
102.148.138.0 102.148.138.255,
102.148.197.0 102.148.219.255,
102.149.95.0 102.149.99.255,
196.46.18.0 196.46.19.255,
102.148.37.0 102.148.46.255,
102.147.53.0 102.147.60.255,
102.147.144.0 102.147.144.255,
102.148.51.0 102.148.62.255,
102.146.181.0 102.146.181.255,
102.146.118.0 102.146.135.255,
102.146.204.0 102.146.204.255,
102.146.26.0 102.146.26.255,
102.147.128.0 102.147.128.255,
102.147.228.0 102.147.233.255,
102.148.17.0 102.148.32.255,
102.148.131.0 102.148.131.255,
102.148.186.0 102.148.195.255,
102.148.255.0 102.148.255.255,
102.149.68.0 102.149.68.255,
102.150.5.0 102.150.5.255,
102.144.46.0 102.144.51.255,
102.145.137.0 102.145.137.255,
102.144.7.0 102.144.7.255,
102.144.128.0 102.144.139.255,
102.144.186.0 102.144.201.255,
102.145.8.0 102.145.13.255,
102.145.46.0 102.145.46.255,
102.145.167.0 102.145.207.255,
102.146.4.0 102.146.12.255,
102.146.59.0 102.146.101.255,
102.146.153.0 102.146.159.255,
102.147.0.0 102.147.0.255,
102.147.81.0 102.147.84.255,
102.147.199.0 102.147.199.255,
102.148.1.0 102.148.7.255,
102.148.67.0 102.148.67.255,
102.148.90.0 102.148.90.255,
102.148.149.0 102.148.162.255,
102.148.240.0 102.148.240.255,
102.149.85.0 102.149.93.255,
102.149.229.0 102.149.229.255,
102.144.31.0 102.144.36.255,
102.145.76.0 102.145.78.255,
102.144.94.0 102.144.95.255,
102.144.156.0 102.144.164.255,
102.144.241.0 102.144.245.255,
102.145.27.0 102.145.27.255,
102.145.166.0 102.145.166.255,
102.146.48.0 102.146.48.255,
102.146.151.0 102.146.152.255,
102.146.205.0 102.146.222.255,
102.147.61.0 102.147.61.255,
102.147.129.0 102.147.129.255,
102.147.204.0 102.147.209.255,
102.148.0.0 102.148.0.255,
102.148.88.0 102.148.89.255,
102.148.132.0 102.148.135.255,
102.148.220.0 102.148.220.255,
102.148.248.0 102.148.251.255,
102.149.100.0 102.149.100.255,
102.150.6.0 102.150.66.255,
102.144.28.0 102.144.29.255,
102.177.117.0 102.177.117.255,
102.144.59.0 102.144.59.255,
102.144.153.0 102.144.154.255,
102.144.247.0 102.144.252.255,
102.145.28.0 102.145.35.255,
102.145.102.0 102.145.120.255,
102.145.159.0 102.145.165.255,
102.146.33.0 102.146.46.255,
102.146.117.0 102.146.117.255,
102.146.185.0 102.146.203.255,
102.147.7.0 102.147.7.255,
102.147.52.0 102.147.52.255,
102.147.126.0 102.147.127.255,
102.147.254.0 102.147.254.255,
102.148.36.0 102.148.36.255,
102.148.91.0 102.148.95.255,
102.148.137.0 102.148.137.255,
102.148.253.0 102.148.254.255,
102.149.94.0 102.149.94.255,
102.149.117.0 102.149.165.255,
165.56.53.0 165.56.53.255,
197.220.193.0 197.220.193.255,
102.146.47.0 102.146.47.255,
197.212.26.0 197.212.28.255,
165.56.52.0 165.56.52.255,
164.160.12.0 164.160.12.255,
197.213.122.0 197.213.144.255,
154.73.232.0 154.73.235.255,
155.0.24.0 155.0.24.255,
102.146.226.0 102.146.226.255,
197.213.0.0 197.213.0.255,
155.0.34.0 155.0.34.255,
197.212.225.0 197.212.226.255,
102.148.73.0 102.148.82.255,
102.145.49.0 102.145.49.255,
102.145.15.0 102.145.16.255,
102.145.75.0 102.145.75.255,
197.212.64.0 197.212.66.255,
197.212.5.0 197.212.5.255,
155.0.25.0 155.0.32.255,
155.0.0.0 155.0.17.255,
102.144.202.0 102.144.202.255,
197.213.111.0 197.213.111.255,
197.212.248.0 197.212.255.255,
197.212.234.0 197.212.244.255,
197.212.118.0 197.212.118.255,
102.144.113.0 102.144.126.255,
197.212.13.0 197.212.15.255,
197.212.153.0 197.212.155.255,
197.212.50.0 197.212.52.255,
197.212.73.0 197.212.73.255,
197.212.100.0 197.212.100.255,
197.212.125.0 197.212.125.255,
197.212.210.0 197.212.210.255,
197.212.231.0 197.212.232.255,
197.213.13.0 197.213.13.255,
197.213.107.0 197.213.107.255,
197.213.190.0 197.213.214.255,
197.220.10.0 197.220.11.255,
197.220.25.0 197.220.25.255,
197.220.197.0 197.220.197.255,
197.212.59.0 197.212.59.255,
197.212.63.0 197.212.63.255,
197.212.17.0 197.212.17.255,
197.212.34.0 197.212.37.255,
197.212.83.0 197.212.83.255,
197.212.92.0 197.212.97.255,
197.212.120.0 197.212.120.255,
197.212.175.0 197.212.176.255,
197.212.229.0 197.212.229.255,
197.213.5.0 197.213.5.255,
197.213.121.0 197.213.121.255,
197.213.216.0 197.213.224.255,
197.220.27.0 197.220.27.255,
197.220.218.0 197.220.255.255,
197.212.18.0 197.212.19.255,
197.212.12.0 197.212.12.255,
197.212.46.0 197.212.48.255,
197.212.72.0 197.212.72.255,
197.212.84.0 197.212.89.255,
197.212.98.0 197.212.99.255,
197.212.181.0 197.212.181.255,
197.212.213.0 197.212.213.255,
197.212.245.0 197.212.245.255,
197.213.12.0 197.213.12.255,
5.11.12.0 5.11.12.255,
197.220.9.0 197.220.9.255,
197.220.20.0 197.220.24.255,
197.220.200.0 197.220.200.255,
102.144.210.0 102.144.210.255,
102.145.82.0 102.145.99.255,
102.144.9.0 102.144.9.255,
102.144.30.0 102.144.30.255,
197.212.61.0 197.212.61.255,
102.148.87.0 102.148.87.255,
197.212.22.0 197.212.22.255,
197.212.42.0 197.212.42.255,
197.212.80.0 197.212.82.255,
197.212.101.0 197.212.104.255,
197.212.151.0 197.212.152.255,
197.212.199.0 197.212.202.255,
197.212.233.0 197.212.233.255,
197.212.247.0 197.212.247.255,
197.213.9.0 197.213.10.255,
197.213.20.0 197.213.20.255,
196.12.12.0 196.12.15.255,
197.213.215.0 197.213.215.255,
102.144.39.0 102.144.39.255,
197.213.249.0 197.213.255.255,
197.212.49.0 197.212.49.255,
197.220.26.0 197.220.26.255,
197.212.39.0 197.212.41.255,
197.220.217.0 197.220.217.255,
197.212.116.0 197.212.117.255,
80.88.3.0 80.88.3.255,
197.212.108.0 197.212.108.255,
77.246.62.0 77.246.63.255,
81.199.112.0 81.199.112.255,
197.212.29.0 197.212.29.255,
197.212.16.0 197.212.16.255,
197.212.227.0 197.212.227.255,
196.46.124.0 196.46.127.255,
197.212.33.0 197.212.33.255,
197.212.9.0 197.212.9.255,
197.212.218.0 197.212.219.255,
197.212.119.0 197.212.119.255,
197.212.179.0 197.212.179.255,
197.212.91.0 197.212.91.255,
102.145.122.0 102.145.136.255,
196.201.144.0 196.201.145.255,
209.58.87.0 209.58.87.255,
197.231.245.0 197.231.245.255,
64.86.210.0 64.86.211.255,
102.148.96.0 102.148.96.255,
196.43.193.0 196.43.193.255,
81.199.193.0 81.199.193.255,
197.213.8.0 197.213.8.255,
197.213.1.0 197.213.3.255,
197.212.67.0 197.212.68.255,
45.215.250.0 45.215.250.255,
45.215.234.0 45.215.234.255,
62.56.216.0 62.56.217.255,
45.214.197.0 45.214.218.255,
45.213.141.0 45.213.144.255,
45.214.122.0 45.214.122.255,
45.215.14.0 45.215.23.255,
45.212.198.0 45.212.198.255,
45.212.115.0 45.212.115.255,
45.212.222.0 45.212.222.255,
41.222.23.0 41.222.23.255,
41.198.80.0 41.198.95.255,
45.213.105.0 45.213.105.255,
205.252.108.0 205.252.108.255,
41.215.185.0 41.215.185.255,
41.63.63.0 41.63.63.255,
41.215.176.0 41.215.178.255,
41.63.5.0 41.63.5.255,
41.60.136.0 41.60.207.255,
41.63.17.0 41.63.17.255,
41.191.116.0 41.191.119.255,
41.78.112.0 41.78.115.255,
41.77.144.0 41.77.150.255,
41.72.126.0 41.72.127.255,
41.60.17.0 41.60.31.255,
41.218.80.0 41.218.80.255,
41.72.102.0 41.72.102.255,
41.175.0.0 41.175.18.255,
41.72.107.0 41.72.107.255,
41.60.240.0 41.60.248.255,
41.63.4.0 41.63.4.255,
41.72.114.0 41.72.114.255,
41.60.16.0 41.60.16.255,
41.72.125.0 41.72.125.255,
41.72.113.0 41.72.113.255,
45.215.236.0 45.215.242.255,
41.72.96.0 41.72.96.255,
41.72.120.0 41.72.120.255,
41.72.117.0 41.72.119.255,
45.214.220.0 45.215.12.255,
45.214.124.0 45.214.171.255,
45.215.25.0 45.215.57.255,
45.213.57.0 45.213.57.255,
45.212.214.0 45.212.214.255,
45.213.107.0 45.213.107.255,
45.212.172.0 45.212.172.255,
45.212.125.0 45.212.125.255,
45.212.176.0 45.212.176.255,
45.213.108.0 45.213.139.255,
45.215.66.0 45.215.67.255,
45.213.146.0 45.213.173.255,
45.214.69.0 45.214.114.255,
45.214.175.0 45.214.180.255,
45.214.190.0 45.214.195.255,
41.222.20.0 41.222.20.255,
41.175.29.0 41.175.29.255,
41.72.101.0 41.72.101.255,
41.72.106.0 41.72.106.255,
41.222.21.0 41.222.21.255,
45.212.2.0 45.212.2.255,
41.215.189.0 41.215.189.255,
41.215.187.0 41.215.187.255,
41.223.116.0 41.223.118.255,
45.215.244.0 45.215.249.255,
41.215.180.0 41.215.183.255,
41.218.84.0 41.218.84.255,
41.63.16.0 41.63.16.255,
41.63.20.0 41.63.62.255,
41.175.30.0 41.175.31.255,
41.72.97.0 41.72.97.255,
45.212.48.0 45.212.48.255,
45.215.228.0 45.215.232.255,
41.72.121.0 41.72.122.255,
197.213.86.0 197.213.106.255,
45.214.181.0 45.214.181.255,
45.214.172.0 45.214.172.255,
45.214.196.0 45.214.196.255,
45.213.174.0 45.213.174.255,
45.213.140.0 45.213.140.255,
41.60.213.0 41.60.213.255,
41.60.218.0 41.60.221.255,
41.63.0.0 41.63.1.255,
45.214.115.0 45.214.115.255,
45.215.13.0 45.215.13.255,
45.212.177.0 45.212.197.255,
41.215.191.0 41.215.191.255,
45.212.173.0 45.212.173.255,
45.212.215.0 45.212.221.255,
45.212.72.0 45.212.114.255,
45.212.67.0 45.212.67.255,
45.212.15.0 45.212.15.255,
45.212.68.0 45.212.70.255,
45.212.134.0 45.212.134.255,
45.212.174.0 45.212.174.255,
45.212.126.0 45.212.133.255,
45.213.175.0 45.214.67.255,
45.214.173.0 45.214.173.255,
45.214.182.0 45.214.188.255,
45.215.59.0 45.215.64.255,
45.215.69.0 45.215.226.255,
45.213.58.0 45.213.104.255,
57.85.64.0 57.85.79.255,
45.215.58.0 45.215.58.255,
41.222.22.0 41.222.22.255,
45.212.3.0 45.212.14.255,
41.215.190.0 41.215.190.255,
41.215.184.0 41.215.184.255,
41.223.119.0 41.223.119.255,
41.215.188.0 41.215.188.255,
45.212.49.0 45.212.66.255,
45.215.68.0 45.215.68.255,
45.215.24.0 45.215.24.255,
45.214.219.0 45.214.219.255,
45.215.65.0 45.215.65.255,
45.214.174.0 45.214.174.255,
197.212.228.0 197.212.228.255,
197.212.174.0 197.212.174.255,
197.212.126.0 197.212.126.255,
45.214.123.0 45.214.123.255,
45.214.189.0 45.214.189.255,
45.215.227.0 45.215.227.255,
196.46.192.0 196.46.223.255,
45.213.145.0 45.213.145.255,
45.213.106.0 45.213.106.255,
45.214.68.0 45.214.68.255,
196.13.104.0 196.13.104.255,
45.212.199.0 45.212.213.255,
45.212.175.0 45.212.175.255,
45.212.223.0 45.213.56.255,
45.214.116.0 45.214.121.255,
45.215.235.0 45.215.235.255,
45.212.16.0 45.212.47.255,
197.212.182.0 197.212.197.255,
197.212.178.0 197.212.178.255,
45.212.0.0 45.212.1.255,
45.212.71.0 45.212.71.255,
102.145.121.0 102.145.121.255,
95.210.140.0 95.210.141.255,
102.144.181.0 102.144.184.255,
102.68.136.0 102.68.139.255,
102.147.1.0 102.147.2.255,
102.147.8.0 102.147.15.255,
102.144.53.0 102.144.56.255,
102.144.60.0 102.144.93.255,
102.144.141.0 102.144.150.255,
102.144.155.0 102.144.155.255,
102.144.240.0 102.144.240.255,
102.144.253.0 102.144.253.255,
102.145.20.0 102.145.26.255,
102.145.41.0 102.145.41.255,
102.145.140.0 102.145.141.255,
102.145.155.0 102.145.155.255,
102.145.219.0 102.145.225.255,
102.145.242.0 102.146.2.255,
102.146.54.0 102.146.57.255,
102.146.103.0 102.146.109.255,
102.146.147.0 102.146.150.255,
102.146.162.0 102.146.171.255,
102.147.32.0 102.147.32.255,
102.147.43.0 102.147.51.255,
102.147.77.0 102.147.79.255,
102.147.86.0 102.147.90.255,
102.147.167.0 102.147.168.255,
102.147.203.0 102.147.203.255,
102.147.255.0 102.147.255.255,
102.148.9.0 102.148.11.255,
41.222.16.0 41.222.19.255,
45.212.116.0 45.212.124.255,
102.148.139.0 102.148.147.255,
102.148.164.0 102.148.164.255,
102.148.230.0 102.148.236.255,
102.148.247.0 102.148.247.255,
102.149.19.0 102.149.19.255,
102.149.66.0 102.149.66.255,
102.149.109.0 102.149.109.255,
102.149.166.0 102.149.166.255,
102.150.86.0 102.150.86.255,
102.144.37.0 102.144.37.255,
45.215.251.0 45.215.255.255,
102.130.100.0 102.130.100.255,
102.140.120.0 102.140.127.255,
102.145.153.0 102.145.153.255,
102.144.58.0 102.144.58.255,
102.144.96.0 102.144.111.255,
102.144.152.0 102.144.152.255,
102.144.165.0 102.144.165.255,
102.144.246.0 102.144.246.255,
102.145.7.0 102.145.7.255,
102.145.18.0 102.145.18.255,
102.145.36.0 102.145.36.255,
102.145.101.0 102.145.101.255,
102.145.158.0 102.145.158.255,
102.145.209.0 102.145.217.255,
102.145.228.0 102.145.240.255,
102.146.32.0 102.146.32.255,
102.146.49.0 102.146.52.255,
102.146.111.0 102.146.116.255,
102.146.137.0 102.146.145.255,
41.218.81.0 41.218.83.255,
102.147.4.0 102.147.6.255,
102.147.42.0 102.147.42.255,
102.147.62.0 102.147.75.255,
102.147.140.0 102.147.140.255,
102.147.154.0 102.147.154.255,
102.147.211.0 102.147.226.255,
102.147.235.0 102.147.253.255,
102.148.48.0 102.148.49.255,
102.148.63.0 102.148.64.255,
102.148.68.0 102.148.71.255,
102.148.84.0 102.148.85.255,
102.148.128.0 102.148.128.255,
102.148.136.0 102.148.136.255,
102.148.180.0 102.148.184.255,
102.148.221.0 102.148.228.255,
45.212.135.0 45.212.171.255,
45.215.233.0 45.215.233.255,
102.149.105.0 102.149.108.255,
102.149.116.0 102.149.116.255,
196.41.74.0 196.41.74.255,
102.144.10.0 102.144.26.255,
207.176.80.0 207.176.80.255,
102.144.0.0 102.144.6.255,
102.144.45.0 102.144.45.255,
102.144.57.0 102.144.57.255,
102.144.127.0 102.144.127.255,
102.144.151.0 102.144.151.255,
102.144.185.0 102.144.185.255,
102.144.211.0 102.144.231.255,
102.144.254.0 102.145.6.255,
102.145.17.0 102.145.17.255,
41.63.2.0 41.63.2.255,
41.60.250.0 41.60.255.255,
102.146.3.0 102.146.3.255,
102.146.27.0 102.146.31.255,
102.146.110.0 102.146.110.255,
102.146.136.0 102.146.136.255,
102.146.173.0 102.146.177.255,
102.146.182.0 102.146.183.255,
102.147.16.0 102.147.16.255,
102.147.33.0 102.147.41.255,
102.147.80.0 102.147.80.255,
102.147.91.0 102.147.91.255,
102.147.145.0 102.147.153.255,
102.147.169.0 102.147.198.255,
102.147.210.0 102.147.210.255,
102.147.234.0 102.147.234.255,
102.148.65.0 102.148.66.255,
102.148.83.0 102.148.83.255,
102.148.97.0 102.148.102.255,
102.148.114.0 102.148.127.255,
102.148.166.0 102.148.178.255,
102.148.179.0 102.148.179.255,
102.148.237.0 102.148.237.255,
102.148.238.0 102.148.239.255,
102.149.67.0 102.149.67.255,
102.149.84.0 102.149.84.255,
102.149.110.0 102.149.115.255,
102.149.167.0 102.149.228.255,
41.63.6.0 41.63.14.255,
102.144.8.0 102.144.8.255,
41.60.222.0 41.60.222.255,
41.63.18.0 41.63.18.255,
102.144.40.0 102.144.44.255,
102.144.52.0 102.144.52.255,
102.144.112.0 102.144.112.255,
102.144.140.0 102.144.140.255,
102.144.203.0 102.144.209.255,
102.144.233.0 102.144.239.255,
102.145.14.0 102.145.14.255,
102.145.19.0 102.145.19.255,
102.145.61.0 102.145.74.255,
102.145.81.0 102.145.81.255,
102.145.138.0 102.145.139.255,
102.145.154.0 102.145.154.255,
102.145.241.0 102.145.241.255,
102.146.14.0 102.146.25.255,
102.146.53.0 102.146.53.255,
102.146.102.0 102.146.102.255,
102.146.172.0 102.146.172.255,
102.146.179.0 102.146.180.255,
102.146.224.0 102.146.225.255,
102.146.247.0 102.146.255.255,
41.215.179.0 41.215.179.255,
102.147.20.0 102.147.31.255,
102.147.76.0 102.147.76.255,
102.147.85.0 102.147.85.255,
102.147.200.0 102.147.202.255,
102.147.227.0 102.147.227.255,
102.148.8.0 102.148.8.255,
102.148.16.0 102.148.16.255,
102.148.72.0 102.148.72.255,
102.148.86.0 102.148.86.255,
102.148.104.0 102.148.112.255,
102.148.129.0 102.148.130.255,
102.148.229.0 102.148.229.255,
102.148.241.0 102.148.246.255,
102.149.18.0 102.149.18.255,
102.149.81.0 102.149.81.255,
41.77.151.0 41.77.151.255,
102.149.230.0 102.150.4.255,
41.77.0.0 41.77.7.255,
41.72.115.0 41.72.115.255,
41.72.108.0 41.72.111.255,
41.72.123.0 41.72.123.255,
41.175.19.0 41.175.19.255,
41.63.19.0 41.63.19.255,
41.72.98.0 41.72.99.255,
41.63.3.0 41.63.3.255,
41.60.223.0 41.60.231.255,
41.63.15.0 41.63.15.255,
